"SysSchoolID","SchoolName","Number Tested All Students","Fail All Students","Pass All Students","Number Tested Economically Disadvantaged","Fail Economically Disadvantaged","Pass Economically Disadvantaged","Number Tested Migrant","Fail Migrant","Pass Migrant","Number Tested Not Economically Disadv.","Fail Not Economically Disadv.","Pass Not Economically Disadv.","Number Tested Asian","Fail Asian","Pass Asian","Number Tested Black","Fail Black","Pass Black","Number Tested Female","Fail Female","Pass Female","Number Tested Hispanic","Fail Hispanic","Pass Hispanic","Number Tested Limited English Proficient","Fail Limited English Proficient","Pass Limited English Proficient","Number Tested Male","Fail Male","Pass Male","Number Tested Native Amer/Alaskan Native","Fail Native Amer/Alaskan Native","Pass Native Amer/Alaskan Native","Number Tested Students without Disabilities","Fail Students without Disabilities","Pass Students without Disabilities","Number Tested Students with Disabilities","Fail Students with Disabilities","Pass Students with Disabilities","Number Tested Multiracial","Fail Multiracial","Pass Multiracial","Number Tested White","Fail White","Pass White"
"716:ALL","Pulaski County","103","17","83","46","28","72","","","","59","10","90","1","","","50","26","74","58","10","90","","","","","","","47","28","72","","","","94","15","85","11","45","55","","","","54","11","89"
"717:276","Putnam County High School","108","17","83","79","19","81","","","","38","11","89","","","","63","22","78","61","16","84","5","","","","","","56","16","84","","","","102","9","91","15","67","33","","","","49","8","92"
"717:ALL","Putnam County","108","17","83","79","19","81","","","","38","11","89","","","","63","22","78","61","16","84","5","","","","","","56","16","84","","","","102","9","91","15","67","33","","","","49","8","92"
"719:177","Rabun County High School ","117","8","92","35","14","86","","","","83","5","95","","","","1","","","54","4","96","8","","","8","","","64","11","89","","","","111","5","95","7","","","1","","","108","5","95"
"719:ALL","Rabun County","117","8","92","35","14","86","","","","83","5","95","","","","1","","","54","4","96","8","","","8","","","64","11","89","","","","111","5","95","7","","","1","","","108","5","95"
"720:201","Randolph Clay High School","107","24","76","105","24","76","","","","","","","","","","97","25","75","60","23","77","","","","","","","45","24","76","","","","99","20","80","6","","","","","","8","",""
"720:ALL","Randolph County","107","24","76","105","24","76","","","","","","","","","","97","25","75","60","23","77","","","","","","","45","24","76","","","","99","20","80","6","","","","","","8","",""
"721:100","Cross Creek High School","261","12","88","10","","","","","","238","11","89","9","","","108","15","85","135","7","93","6","","","","","","113","16","84","","","","236","8","92","12","58","42","6","","","119","9","91"
"721:1052","Butler High School","210","22","78","76","17","83","","","","127","25","75","1","","","159","25","75","108","19","81","1","","","","","","95","25","75","","","","187","20","80","16","50","50","5","","","37","16","84"
"721:2056","Hephzibah High School","265","12","88","100","19","81","","","","149","9","91","2","","","157","15","85","137","5","95","5","","","","","","112","23","77","","","","237","11","89","12","58","42","3","","","82","11","89"
"721:2574","Westside High School","166","8","92","2","","","","","","161","9","91","","","","59","15","85","76","4","96","","","","","","","87","13","87","","","","154","5","95","9","","","2","","","102","5","95"
"721:3054","Glenn Hills High School","213","26","74","147","27","73","","","","62","29","71","3","","","195","26","74","104","15","85","5","","","5","","","105","39","61","","","","189","21","79","20","85","15","","","","6","",""
"721:3556","Johnson Magnet","99","1","99","28","0","100","","","","71","1","99","2","","","65","2","98","63","0","100","","","","","","","36","3","97","","","","98","1","99","1","","","10","","","22","0","100"
"721:3756","Josey High School","134","28","72","2","","","","","","132","27","73","1","","","127","27","73","74","24","76","1","","","","","","60","30","70","","","","122","21","79","12","83","17","1","","","4","",""
"721:4060","Academy of Richmond County High School","225","14","86","64","17","83","","","","160","12","88","3","","","119","17","83","112","10","90","9","","","","","","112","17","83","","","","208","9","91","16","75","25","9","","","84","12","88"
"721:4562","Davidson Magnet School","88","0","100","6","","","","","","82","0","100","4","","","32","0","100","64","0","100","1","","","","","","24","0","100","","","","88","0","100","","","","5","","","46","0","100"
"721:5566","Laney High School","101","26","74","68","26","74","","","","31","26","74","","","","98","26","74","55","13","87","","","","","","","44","43","57","","","","91","20","80","8","","","","","","1","",""
"721:ALL","Richmond County","1762","16","84","503","20","80","","","","1213","14","86","25","4","96","1119","20","80","928","10","90","28","14","86","5","","","788","22","78","","","","1610","12","88","106","71","29","41","0","100","503","9","91"
"722:176","Heritage High School","244","4","96","33","12","88","","","","230","3","97","5","","","48","10","90","122","4","96","6","","","","","","141","4","96","2","","","250","1","99","13","54","46","","","","202","2","98"
"722:192","Salem High School","287","9","91","45","20","80","","","","212","3","97","13","0","100","80","6","94","134","6","94","9","","","6","","","123","6","94","","","","229","3","97","28","25","75","2","","","153","5","95"
"722:3052","Rockdale County High School","239","11","89","75","17","83","","","","165","5","95","10","","","71","15","85","124","10","90","7","","","","","","116","9","91","1","","","218","5","95","22","55","45","1","","","150","7","93"
"722:ALL","Rockdale County","770","8","92","153","17","83","","","","607","3","97","28","4","96","199","11","89","380","7","93","22","14","86","6","","","380","6","94","3","","","697","3","97","63","41","59","3","","","505","4","96"
"723:101","Schley Middle High School","49","8","92","18","11","89","","","","31","6","94","","","","8","","","27","4","96","","","","","","","22","14","86","","","","47","6","94","2","","","","","","41","7","93"
"723:ALL","Schley County","49","8","92","18","11","89","","","","31","6","94","","","","8","","","27","4","96","","","","","","","22","14","86","","","","47","6","94","2","","","","","","41","7","93"
"724:4052","Screven County High School","163","26","74","153","25","75","","","","","","","2","","","78","38","62","93","24","76","2","","","","","","60","28","72","","","","132","22","78","21","48","52","","","","71","13","87"
"724:ALL","Screven County","163","26","74","153","25","75","","","","","","","2","","","78","38","62","93","24","76","2","","","","","","60","28","72","","","","132","22","78","21","48","52","","","","71","13","87"
"725:196","Seminole County Middle/High School","80","15","85","39","21","79","1","","","40","8","93","","","","36","17","83","44","16","84","3","","","","","","35","11","89","","","","74","11","89","5","","","","","","40","13","88"
"725:ALL","Seminole County","80","15","85","39","21","79","1","","","40","8","93","","","","36","17","83","44","16","84","3","","","","","","35","11","89","","","","74","11","89","5","","","","","","40","13","88"
"726:101","Spalding High School","222","11","89","46","26","74","","","","166","5","95","2","","","49","22","78","109","13","87","2","","","","","","103","7","93","1","","","196","6","94","16","56","44","1","","","157","5","95"
"726:187","Griffin High School","245","18","82","95","28","72","","","","133","5","95","3","","","102","25","75","132","14","86","7","","","1","","","96","16","84","","","","211","11","89","17","59","41","1","","","115","5","95"
"726:ALL","Spalding County","467","15","85","141","28","72","","","","299","5","95","5","","","151","25","75","241","14","86","9","","","1","","","199","11","89","1","","","407","9","91","33","58","42","2","","","272","5","95"
"727:5050","Stephens County High School","228","9","91","53","17","83","","","","172","6","94","1","","","23","9","91","120","3","97","4","","","","","","105","15","85","","","","213","6","94","12","67","33","","","","197","9","91"
"727:ALL","Stephens County","228","9","91","53","17","83","","","","172","6","94","1","","","23","9","91","120","3","97","4","","","","","","105","15","85","","","","213","6","94","12","67","33","","","","197","9","91"
"728:201","Stewart-Quitman High School","27","30","70","28","29","71","","","","","","","","","","27","26","74","10","","","","","","","","","18","33","67","","","","26","23","77","2","","","","","","1","",""
"728:ALL","Stewart County","27","30","70","28","29","71","","","","","","","","","","27","26","74","10","","","","","","","","","18","33","67","","","","26","23","77","2","","","","","","1","",""
"729:183","Sumter County High School","105","27","73","102","28","72","3","","","","","","","","","62","32","68","54","20","80","5","","","","","","48","38","63","","","","95","23","77","7","","","1","","","34","21","79"
"729:195","Americus High School","149","19","81","149","20","80","2","","","","","","3","","","103","26","74","79","15","85","4","","","","","","70","26","74","","","","139","15","85","10","","","","","","39","5","95"
"729:ALL","Sumter County","254","22","78","251","24","76","5","","","","","","3","","","165","28","72","133","17","83","9","","","","","","118","31","69","","","","234","18","82","17","94","6","1","","","73","12","88"
"730:190","Central Elementary/High School","23","35","65","23","35","65","","","","","","","","","","23","35","65","14","29","71","","","","","","","9","","","","","","19","32","68","4","","","","","","","",""
"730:ALL","Talbot County","23","35","65","23","35","65","","","","","","","","","","23","35","65","14","29","71","","","","","","","9","","","","","","19","32","68","4","","","","","","","",""
"731:102","Taliaferro County School","15","20","80","15","20","80","","","","","","","","","","12","25","75","10","","","","","","","","","5","","","","","","15","20","80","","","","1","","","2","",""
"731:ALL","Taliaferro County","15","20","80","15","20","80","","","","","","","","","","12","25","75","10","","","","","","","","","5","","","","","","15","20","80","","","","1","","","2","",""
"732:194","Tattnall County High School","190","17","83","84","31","69","7","","","98","4","96","","","","60","28","72","105","14","86","11","36","64","2","","","77","19","81","","","","168","11","89","14","79","21","4","","","107","7","93"
"732:ALL","Tattnall County","190","17","83","84","31","69","7","","","98","4","96","","","","60","28","72","105","14","86","11","36","64","2","","","77","19","81","","","","168","11","89","14","79","21","4","","","107","7","93"
"733:201","Taylor County High School","85","24","76","50","30","70","","","","34","15","85","","","","41","39","61","41","17","83","1","","","","","","43","30","70","","","","82","23","77","2","","","","","","42","10","90"
"733:ALL","Taylor County","85","24","76","50","30","70","","","","34","15","85","","","","41","39","61","41","17","83","1","","","","","","43","30","70","","","","82","23","77","2","","","","","","42","10","90"
"734:201","Telfair County High School","93","19","81","93","19","81","","","","","","","","","","42","29","71","46","17","83","","","","","","","47","21","79","1","","","79","6","94","14","93","7","1","","","49","12","88"
"734:ALL","Telfair County","93","19","81","93","19","81","","","","","","","","","","42","29","71","46","17","83","","","","","","","47","21","79","1","","","79","6","94","14","93","7","1","","","49","12","88"
"735:4050","Terrell County Middle/High School","94","33","67","94","33","67","","","","","","","","","","91","32","68","49","29","71","1","","","","","","45","38","62","","","","79","24","76","15","80","20","","","","2","",""
"735:ALL","Terrell County","94","33","67","94","33","67","","","","","","","","","","91","32","68","49","29","71","1","","","","","","45","38","62","","","","79","24","76","15","80","20","","","","2","",""
"736:100","The School at Bishop Hall","3","","","2","","","","","","","","","","","","1","","","1","","","","","","","","","1","","","","","","2","","","","","","","","","1","",""
"736:191","Thomas County Central High School","294","13","87","113","21","79","2","","","181","7","93","1","","","96","24","76","163","10","90","3","","","1","","","131","16","84","1","","","266","8","92","28","54","46","1","","","192","7","93"
"736:ALL","Thomas County","297","13","87","115","23","77","2","","","181","7","93","1","","","97","25","75","164","10","90","3","","","1","","","132","17","83","1","","","268","9","91","28","54","46","1","","","193","7","93"
"737:199","Tift County High School","342","12","88","117","22","78","9","","","224","6","94","4","","","109","17","83","182","9","91","22","36","64","11","55","45","159","14","86","","","","321","8","92","20","75","25","3","","","203","6","94"
"737:ALL","Tift County","342","12","88","117","22","78","9","","","224","6","94","4","","","109","17","83","182","9","91","22","36","64","11","55","45","159","14","86","","","","321","8","92","20","75","25","3","","","203","6","94"
"738:192","Toombs County High School","143","14","86","87","16","84","13","8","92","61","11","89","2","","","28","21","79","89","8","92","17","6","94","4","","","59","24","76","1","","","121","5","95","27","56","44","","","","100","13","87"
"738:ALL","Toombs County","143","14","86","87","16","84","13","8","92","61","11","89","2","","","28","21","79","89","8","92","17","6","94","4","","","59","24","76","1","","","121","5","95","27","56","44","","","","100","13","87"
"740:3050","Treutlen Middle/High School","76","21","79","42","24","76","","","","20","5","95","","","","27","26","74","42","19","81","1","","","","","","20","15","85","","","","58","14","86","4","","","","","","34","9","91"
"740:ALL","Treutlen County","76","21","79","42","24","76","","","","20","5","95","","","","27","26","74","42","19","81","1","","","","","","20","15","85","","","","58","14","86","4","","","","","","34","9","91"
"741:1052","LaGrange High School","224","16","84","88","26","74","","","","134","10","90","1","","","78","31","69","111","16","84","5","","","","","","111","16","84","","","","206","11","89","16","88","13","3","","","135","7","93"
"741:201","Callaway High School","118","25","75","47","43","57","","","","70","14","86","2","","","57","32","68","54","11","89","1","","","2","","","63","38","62","","","","104","18","82","13","85","15","2","","","55","16","84"
"741:387","Troup County High School","255","13","87","100","22","78","","","","153","7","93","1","","","82","22","78","123","9","91","1","","","","","","130","17","83","1","","","243","11","89","10","","","1","","","167","9","91"
"741:ALL","Troup County","597","17","83","235","28","72","","","","357","10","90","4","","","217","28","72","288","12","88","7","","","2","","","304","21","79","1","","","553","12","88","39","79","21","6","","","357","10","90"
"742:3050","Turner County High School","97","24","76","61","30","70","","","","29","3","97","","","","53","34","66","40","25","75","2","","","","","","50","18","82","","","","87","18","82","3","","","","","","35","3","97"
"742:ALL","Turner County","97","24","76","61","30","70","","","","29","3","97","","","","53","34","66","40","25","75","2","","","","","","50","18","82","","","","87","18","82","3","","","","","","35","3","97"
"743:201","Twiggs County High School","75","16","84","74","15","85","","","","","","","","","","46","22","78","51","14","86","1","","","","","","23","17","83","","","","73","14","86","1","","","","","","27","4","96"
"743:ALL","Twiggs County","75","16","84","74","15","85","","","","","","","","","","46","22","78","51","14","86","1","","","","","","23","17","83","","","","73","14","86","1","","","","","","27","4","96"
"744:101","Union County High School","154","12","88","55","15","85","","","","95","8","92","","","","","","","76","4","96","","","","","","","74","18","82","","","","132","4","96","18","61","39","","","","150","11","89"
"744:3050","Woody Gap High/Elementary School","5","","","3","","","","","","2","","","","","","","","","3","","","","","","","","","2","","","","","","5","","","","","","","","","5","",""
"744:ALL","Union County","159","12","88","58","16","84","","","","97","8","92","","","","","","","79","5","95","","","","","","","76","17","83","","","","137","4","96","18","61","39","","","","155","11","89"
"745:195","Upson-Lee High School","270","14","86","124","22","78","","","","138","7","93","1","","","96","26","74","130","13","87","","","","","","","132","15","85","","","","240","10","90","22","59","41","","","","165","7","93"
"745:ALL","Thomaston-Upson County","270","14","86","124","22","78","","","","138","7","93","1","","","96","26","74","130","13","87","","","","","","","132","15","85","","","","240","10","90","22","59","41","","","","165","7","93"
"746:190","Ridgeland High School","175","14","86","46","20","80","","","","130","12","88","","","","11","27","73","85","9","91","1","","","1","","","91","18","82","","","","165","11","89","11","55","45","4","","","160","13","87"
"746:198","LaFayette High School","149","8","92","46","7","93","","","","101","9","91","","","","9","","","80","4","96","2","","","","","","67","13","87","","","","140","6","94","7","","","4","","","132","8","92"
"746:ALL","Walker County","324","11","89","92","13","87","","","","231","10","90","","","","20","20","80","165","7","93","3","","","1","","","158","16","84","","","","305","9","91","18","50","50","8","","","292","11","89"
"747:4050","Monroe High School","190","16","84","79","25","75","","","","108","8","92","5","","","73","26","74","108","6","94","3","","","1","","","79","28","72","","","","159","7","93","28","64","36","","","","106","9","91"
"747:ALL","Walton County","190","16","84","79","25","75","","","","108","8","92","5","","","73","26","74","108","6","94","3","","","1","","","79","28","72","","","","159","7","93","28","64","36","","","","106","9","91"
"748:194","Ware Magnet School","33","0","100","9","","","","","","24","0","100","1","","","7","","","21","0","100","","","","","","","12","0","100","","","","30","0","100","3","","","","","","25","0","100"
"748:195","Ware County High School","280","15","85","114","28","72","","","","169","7","93","","","","99","27","73","153","10","90","","","","","","","130","22","78","1","","","258","11","89","25","64","36","","","","183","9","91"
"748:ALL","Ware County","313","13","87","123","26","74","","","","193","6","94","1","","","106","25","75","174","9","91","","","","","","","142","20","80","1","","","288","10","90","28","57","43","","","","208","8","92"
"749:2050","Warren County High School","33","33","67","33","33","67","","","","","","","","","","32","34","66","24","38","63","","","","","","","9","","","","","","31","29","71","2","","","","","","1","",""
"749:ALL","Warren County","33","33","67","33","33","67","","","","","","","","","","32","34","66","24","38","63","","","","","","","9","","","","","","31","29","71","2","","","","","","1","",""
"750:1052","Washington County High School","206","20","80","204","21","79","","","","","","","","","","127","28","72","98","17","83","1","","","","","","106","24","76","","","","187","17","83","17","59","41","","","","76","8","92"
"750:ALL","Washington County","206","20","80","204","21","79","","","","","","","","","","127","28","72","98","17","83","1","","","","","","106","24","76","","","","187","17","83","17","59","41","","","","76","8","92"
"751:101","Wayne County High School","311","21","79","113","29","71","","","","178","11","89","4","","","75","39","61","156","14","86","8","","","3","","","135","23","77","","","","263","12","88","28","75","25","","","","204","10","90"
"751:ALL","Wayne County","311","21","79","113","29","71","","","","178","11","89","4","","","75","39","61","156","14","86","8","","","3","","","135","23","77","","","","263","12","88","28","75","25","","","","204","10","90"
"753:3052","Wheeler County High School","62","29","71","39","38","62","","","","20","5","95","","","","26","42","58","28","14","86","2","","","","","","31","39","61","","","","53","21","79","6","","","","","","31","16","84"
"753:ALL","Wheeler County","62","29","71","39","38","62","","","","20","5","95","","","","26","42","58","28","14","86","2","","","","","","31","39","61","","","","53","21","79","6","","","","","","31","16","84"
"754:197","White County High School","185","15","85","39","23","77","","","","145","12","88","1","","","3","","","95","14","86","4","","","","","","89","16","84","","","","167","16","84","17","6","94","","","","176","14","86"
"754:ALL","White County","185","15","85","39","23","77","","","","145","12","88","1","","","3","","","95","14","86","4","","","","","","89","16","84","","","","167","16","84","17","6","94","","","","176","14","86"
"755:175","Northwest Whitfield County High School","329","15","85","76","24","76","2","","","245","11","89","2","","","9","","","166","8","92","30","40","60","11","64","36","155","21","79","","","","305","11","89","16","75","25","2","","","278","12","88"
"755:191","Phoenix High School","13","31","69","","","","","","","11","36","64","","","","","","","4","","","2","","","","","","7","","","","","","11","36","64","","","","","","","9","",""
"755:275","Southeast Whitfield County High School","268","20","80","113","28","72","1","","","148","11","89","1","","","9","","","141","11","89","68","37","63","19","84","16","120","28","72","1","","","235","14","86","26","58","42","","","","182","12","88"
"755:ALL","Whitfield County","610","18","82","189","26","74","3","","","404","12","88","3","","","18","22","78","311","9","91","100","38","62","30","77","23","282","25","75","1","","","551","13","87","42","64","36","2","","","469","12","88"
"756:201","Wilcox County High School","87","22","78","44","30","70","","","","41","10","90","","","","28","43","57","47","15","85","1","","","","","","38","26","74","","","","80","16","84","5","","","","","","56","9","91"
"756:ALL","Wilcox County","87","22","78","44","30","70","","","","41","10","90","","","","28","43","57","47","15","85","1","","","","","","38","26","74","","","","80","16","84","5","","","","","","56","9","91"
"757:173","Washington-Wilkes High School","102","16","84","54","20","80","","","","48","10","90","","","","49","27","73","61","13","87","","","","","","","41","20","80","","","","92","9","91","10","","","2","","","51","6","94"
"757:ALL","Wilkes County","102","16","84","54","20","80","","","","48","10","90","","","","49","27","73","61","13","87","","","","","","","41","20","80","","","","92","9","91","10","","","2","","","51","6","94"
"758:3050","Wilkinson County High School","98","19","81","56","20","80","","","","39","15","85","","","","53","19","81","50","6","94","","","","","","","45","31","69","","","","81","9","91","14","71","29","1","","","41","17","83"
"758:ALL","Wilkinson County","98","19","81","56","20","80","","","","39","15","85","","","","53","19","81","50","6","94","","","","","","","45","31","69","","","","81","9","91","14","71","29","1","","","41","17","83"
"759:176","Worth County High School","194","20","80","79","32","68","","","","115","10","90","1","","","71","34","66","103","15","85","1","","","","","","91","24","76","","","","180","14","86","14","79","21","","","","121","11","89"
"759:ALL","Worth County","194","20","80","79","32","68","","","","115","10","90","1","","","71","34","66","103","15","85","1","","","","","","91","24","76","","","","180","14","86","14","79","21","","","","121","11","89"
"761:182","Mays High School","41","17","83","19","16","84","","","","20","20","80","","","","39","18","82","24","17","83","","","","","","","15","20","80","","","","34","12","88","5","","","","","","","",""
"761:186","Southside High School","30","30","70","18","28","72","","","","13","31","69","2","","","27","33","67","11","9","91","1","","","2","","","20","40","60","","","","24","13","88","7","","","","","","1","",""
"761:192","North Atlanta High School","39","18","82","15","13","87","","","","33","15","85","1","","","32","6","94","22","9","91","6","","","6","","","26","19","81","","","","47","13","87","1","","","","","","9","",""
"761:195","South Atlanta High School","45","29","71","33","27","73","","","","22","32","68","","","","53","28","72","31","29","71","2","","","2","","","24","29","71","","","","46","15","85","9","","","","","","","",""
"761:2664","Crim High School","16","6","94","9","","","","","","6","","","","","","15","13","87","7","","","","","","","","","8","","","","","","12","8","92","3","","","","","","","",""
"761:3055","Carver High School","11","36","64","7","","","","","","2","","","","","","8","","","5","","","1","","","","","","4","","","","","","7","","","2","","","","","","","",""
"761:403","APS-CEP Partnership School","24","46","54","12","33","67","","","","12","58","42","","","","24","46","54","11","45","55","","","","","","","13","46","54","","","","24","46","54","","","","","","","","",""
"761:4058","Douglass High School","76","21","79","44","18","82","","","","32","25","75","","","","76","21","79","44","20","80","","","","","","","32","22","78","","","","73","18","82","3","","","","","","","",""
"761:4560","Grady High School","25","16","84","10","","","","","","15","0","100","","","","16","19","81","16","13","88","2","","","1","","","9","","","","","","23","13","87","2","","","","","","7","",""
"761:4567","Therrell High School","54","28","72","34","29","71","","","","19","21","79","","","","52","25","75","25","20","80","1","","","1","","","28","32","68","","","","47","19","81","6","","","","","","","",""
"761:4568","Washington High School","52","6","94","22","9","91","","","","31","6","94","","","","53","8","92","35","3","97","","","","","","","18","17","83","","","","52","6","94","1","","","","","","","",""
"761:4768","Washington Evening High School","17","18","82","2","","","","","","17","24","76","","","","19","21","79","13","23","77","","","","","","","6","","","","","","19","21","79","","","","","","","","",""
"761:703","School for Integrated Academics and Technologies","30","23","77","","","","","","","24","25","75","","","","23","26","74","24","25","75","","","","","","","","","","","","","24","25","75","","","","","","","1","",""
"761:ALL","Atlanta City","460","22","78","225","23","77","","","","246","21","79","3","","","437","22","78","268","19","81","13","54","46","12","67","33","203","26","74","","","","432","17","83","39","79","21","","","","18","6","94"
"764:191","Buford High School","137","13","87","28","29","71","","","","106","7","93","2","","","21","29","71","66","8","92","9","","","2","","","68","15","85","","","","124","9","91","10","","","2","","","100","6","94"
"764:ALL","Buford City","137","13","87","28","29","71","","","","106","7","93","2","","","21","29","71","66","8","92","9","","","2","","","68","15","85","","","","124","9","91","10","","","2","","","100","6","94"
"765:3050","Calhoun High School","144","13","88","29","24","76","","","","108","6","94","2","","","14","7","93","70","10","90","9","","","6","","","67","10","90","","","","122","7","93","15","40","60","1","","","111","7","93"
"765:ALL","Calhoun City","144","13","88","29","24","76","","","","108","6","94","2","","","14","7","93","70","10","90","9","","","6","","","67","10","90","","","","122","7","93","15","40","60","1","","","111","7","93"
"766:1050","Carrollton High School","220","10","90","56","32","68","","","","161","2","98","6","","","58","22","78","109","6","94","10","","","4","","","108","14","86","","","","200","9","91","17","24","76","3","","","140","3","97"
"766:ALL","Carrollton City","220","10","90","56","32","68","","","","161","2","98","6","","","58","22","78","109","6","94","10","","","4","","","108","14","86","","","","200","9","91","17","24","76","3","","","140","3","97"
"767:2050","Cartersville High School","176","7","93","22","18","82","","","","150","5","95","1","","","26","8","92","92","3","97","10","","","","","","80","11","89","","","","164","5","95","8","","","2","","","133","6","94"
"767:ALL","Cartersville City","176","7","93","22","18","82","","","","150","5","95","1","","","26","8","92","92","3","97","10","","","","","","80","11","89","","","","164","5","95","8","","","2","","","133","6","94"
"769:201","Gordon Lee High School","99","8","92","7","","","","","","90","8","92","1","","","1","","","49","0","100","","","","","","","48","15","85","","","","96","7","93","1","","","","","","95","7","93"
"769:ALL","Chickamauga City","99","8","92","7","","","","","","90","8","92","1","","","1","","","49","0","100","","","","","","","48","15","85","","","","96","7","93","1","","","","","","95","7","93"
"771:2050","Commerce High School","71","14","86","18","22","78","","","","53","11","89","2","","","6","","","29","3","97","2","","","2","","","42","21","79","","","","61","11","89","10","","","1","","","60","8","92"
"771:ALL","Commerce City","71","14","86","18","22","78","","","","53","11","89","2","","","6","","","29","3","97","2","","","2","","","42","21","79","","","","61","11","89","10","","","1","","","60","8","92"
"772:4050","Dalton High School","303","16","84","127","27","73","15","47","53","172","6","94","19","21","79","24","17","83","151","11","89","129","26","74","48","54","46","148","19","81","","","","287","13","87","12","75","25","","","","127","3","97"
"772:ALL","Dalton City","303","16","84","127","27","73","15","47","53","172","6","94","19","21","79","24","17","83","151","11","89","129","26","74","48","54","46","148","19","81","","","","287","13","87","12","75","25","","","","127","3","97"
"773:3050","Decatur High School","143","10","90","40","20","80","","","","110","5","95","","","","78","14","86","74","5","95","1","","","2","","","76","13","87","","","","136","4","96","14","57","43","2","","","69","4","96"
"773:ALL","Decatur City","143","10","90","40","20","80","","","","110","5","95","","","","78","14","86","74","5","95","1","","","2","","","76","13","87","","","","136","4","96","14","57","43","2","","","69","4","96"
"774:3050","Dublin High School","171","18","82","69","30","70","","","","98","8","92","3","","","89","26","74","85","14","86","3","","","","","","82","21","79","","","","148","9","91","19","79","21","1","","","71","8","92"
"774:ALL","Dublin City","171","18","82","69","30","70","","","","98","8","92","3","","","89","26","74","85","14","86","3","","","","","","82","21","79","","","","148","9","91","19","79","21","1","","","71","8","92"
"776:3050","Gainesville High School","231","21","79","96","36","64","7","","","132","10","90","7","","","57","25","75","119","15","85","71","44","56","37","68","32","109","28","72","","","","211","19","81","17","41","59","2","","","91","2","98"
"776:ALL","Gainesville City","231","21","79","96","36","64","7","","","132","10","90","7","","","57","25","75","119","15","85","71","44","56","37","68","32","109","28","72","","","","211","19","81","17","41","59","2","","","91","2","98"
"779:174","Jefferson High School","87","10","90","14","14","86","","","","70","9","91","1","","","12","25","75","33","3","97","3","","","2","","","51","14","86","1","","","80","5","95","4","","","","","","67","4","96"
"779:ALL","Jefferson City","87","10","90","14","14","86","","","","70","9","91","1","","","12","25","75","33","3","97","3","","","2","","","51","14","86","1","","","80","5","95","4","","","","","","67","4","96"
"781:101","Marietta High School ","376","14","86","126","21","79","","","","236","8","92","11","18","82","160","12","88","185","12","88","35","49","51","18","72","28","177","13","87","","","","332","10","90","30","40","60","13","8","92","143","4","96"
"781:ALL","Marietta City","376","14","86","126","21","79","","","","236","8","92","11","18","82","160","12","88","185","12","88","35","49","51","18","72","28","177","13","87","","","","332","10","90","30","40","60","13","8","92","143","4","96"
"784:101","Pelham High School","69","7","93","33","12","88","1","","","37","5","95","2","","","27","11","89","34","9","91","1","","","","","","36","8","92","","","","63","5","95","7","","","","","","40","5","95"
"784:ALL","Pelham City","69","7","93","33","12","88","1","","","37","5","95","2","","","27","11","89","34","9","91","1","","","","","","36","8","92","","","","63","5","95","7","","","","","","40","5","95"
"785:193","Rome High School","288","13","88","127","24","76","4","","","162","3","97","12","25","75","112","19","81","161","9","91","33","27","73","5","","","128","17","83","","","","275","10","90","14","57","43","1","","","131","2","98"
"785:ALL","Rome City","288","13","88","127","24","76","4","","","162","3","97","12","25","75","112","19","81","161","9","91","33","27","73","5","","","128","17","83","","","","275","10","90","14","57","43","1","","","131","2","98"
"786:300","Social Circle High School","81","16","84","23","30","70","","","","55","9","91","","","","23","22","78","36","0","100","","","","","","","42","29","71","","","","71","8","92","7","","","1","","","54","13","87"
"786:ALL","Social Circle City","81","16","84","23","30","70","","","","55","9","91","","","","23","22","78","36","0","100","","","","","","","42","29","71","","","","71","8","92","7","","","1","","","54","13","87"
"789:4052","Thomasville High School","177","10","90","79","11","89","","","","87","6","94","1","","","115","11","89","90","3","97","","","","","","","76","14","86","","","","154","5","95","12","58","42","","","","50","2","98"
"789:ALL","Thomasville City","177","10","90","79","11","89","","","","87","6","94","1","","","115","11","89","90","3","97","","","","","","","76","14","86","","","","154","5","95","12","58","42","","","","50","2","98"
"791:301","Trion High School","66","6","94","7","","","","","","60","7","93","","","","1","","","29","3","97","1","","","1","","","38","8","92","","","","60","2","98","7","","","","","","65","5","95"
"791:ALL","Trion City","66","6","94","7","","","","","","60","7","93","","","","1","","","29","3","97","1","","","1","","","38","8","92","","","","60","2","98","7","","","","","","65","5","95"
"792:273","Valdosta High School","379","13","87","353","13","87","","","","26","27","73","12","25","75","233","19","81","232","12","88","5","","","3","","","147","18","82","2","","","357","10","90","22","77","23","7","","","120","5","95"
"792:ALL","Valdosta City","379","13","87","353","13","87","","","","26","27","73","12","25","75","233","19","81","232","12","88","5","","","3","","","147","18","82","2","","","357","10","90","22","77","23","7","","","120","5","95"
"793:273","Vidalia Comprehensive High School","149","10","90","56","20","80","","","","90","4","96","2","","","51","20","80","74","12","88","1","","","","","","72","8","92","","","","139","6","94","7","","","3","","","89","6","94"
"793:ALL","Vidalia City","149","10","90","56","20","80","","","","90","4","96","2","","","51","20","80","74","12","88","1","","","","","","72","8","92","","","","139","6","94","7","","","3","","","89","6","94"
"ALL:ALL","State of Georgia","83213","12","88","22189","22","78","188","52","48","52009","7","93","2265","12","88","24612","18","82","38614","8","92","2994","30","70","1533","56","44","35584","15","85","89","9","91","68450","8","92","5748","49","51","877","7","93","43361","6","94"
,"100","525","2","98"
